Rank,Institution,Country,academic_reputation_score,academic_reputation_rank,employer_reputation_score,"Employer Reputation
 RANK","Faculty Student
 SCORE","Faculty Student
 RANK","Citations per Faculty
 SCORE","Citations per Faculty
 RANK","International Faculty
 SCORE","International Faculty
 RANK","International Students
 SCORE","International Students
 RANK","International Research Network
 SCORE","International Research Network
 RANK","Employment Outcomes
 SCORE","Employment Outcomes
 RANK","Sustainability
 Score","Sustainability
 Rank",Overall
1201-1400,Seoul National University of Science and Technology,South Korea,6.4,601+,3.6,601+,12.8,701+,10.3,701+,9.6,701+,11.9,683,12.4,701+,1.9,701+,9.8,672=,-
1201-1400,Shahjalal University of Science and Technology,Bangladesh,7.6,601+,11.8,601+,11.8,701+,5.3,701+,,,,,12.8,701+,3.9,701+,1,701+,-
1201-1400,Shanghai International Studies University,China (Mainland),4.9,601+,2.9,601+,16.7,701+,1.8,701+,26.9,518,27.3,454,5.4,701+,5.2,701+,1,701+,-
1201-1400,Shanghai University of Finance and Economics,China (Mainland),4.5,601+,5.2,601+,8.9,701+,3.5,701+,15.5,662,2.1,701+,14.9,701+,42.6,304,1.4,701+,-
1201-1400,Siksha 'O' Anusandhan (Deemed to be University),India,7.5,601+,3.6,601+,34.3,461,5.3,701+,2.2,701+,2.2,701+,23.7,701+,1.9,701+,1,701+,-
1201-1400,Sookmyung Women's University ,South Korea,4.4,601+,5.6,601+,29,536,3.4,701+,4,701+,2.2,701+,4.8,701+,1.8,701+,2.6,701+,-
1201-1400,Suez Canal University,Egypt,4.1,601+,2.6,601+,13.1,701+,2.3,701+,2.1,701+,1.8,701+,48.9,701+,2.4,701+,8.3,700=,-
1201-1400,Suleyman Demirel University,Turkey,7.1,601+,5.3,601+,3.9,701+,2.4,701+,1.7,701+,4.6,701+,27.3,701+,2,701+,1,701+,-
1201-1400,"Suleyman Demirel University, Kazakhstan",Kazakhstan,9,601+,11,601+,4.1,701+,1.3,701+,6.2,701+,2,701+,5.7,701+,3.3,701+,,,-
1201-1400,Suranaree University of Technology ,Thailand,6.4,601+,2.8,601+,3.7,701+,9.6,701+,5.8,701+,1.6,701+,30,701+,2.7,701+,1.3,701+,-
1201-1400,Tamkang University,Taiwan,5.7,601+,4.9,601+,4,701+,5,701+,6,701+,7.4,701+,14.2,701+,29.2,425,10.1,661=,-
1201-1400,Tanta University ,Egypt,6.9,601+,5.5,601+,4.5,701+,2.2,701+,1.5,701+,1.5,701+,65.2,553,4.3,701+,3.1,701+,-
1201-1400,Technical University of Cluj-Napoca,Romania,4.6,601+,7.1,601+,7.6,701+,3.9,701+,2.1,701+,2.7,701+,38.1,701+,3.8,701+,2.1,701+,-
1201-1400,Technical University of Liberec,Czech Republic,3.9,601+,2.2,601+,37.6,425,4.6,701+,11.2,701+,8.7,701+,25.5,701+,1.7,701+,1,701+,-
1201-1400,Technical University of Lublin,Poland,5.8,601+,2.1,601+,18.4,701+,3.7,701+,,,10.2,701+,12.9,701+,3.1,701+,1,701+,-
1201-1400,Technische Universität Kaiserslautern,Germany,6.3,601+,2.4,601+,17,701+,4.6,701+,,,,,56.4,672,2.2,701+,1.1,701+,-
1201-1400,"The ""Gheorghe Asachi"" Technical University of Iasi",Romania,5.3,601+,9.7,601+,2.4,701+,6,701+,,,4.6,701+,34.1,701+,4,701+,1,701+,-
1201-1400,The Herzen State Pedagogical University of Russia,Russia,3.8,601+,2,601+,20.1,670,1.2,701+,1.4,701+,41.1,348,12.7,701+,5.5,701+,1,701+,-
1201-1400,The Josip Juraj Strossmayer University of Osijek,Croatia,4.3,601+,2,601+,28.6,540,3.1,701+,,,,,54,701+,11.2,701+,1,701+,-
1201-1400,"The National Research University ""Belgorod State University""",Russia,3.5,601+,1.3,601+,15.6,701+,1.9,701+,2.2,701+,49.8,295,21.4,701+,2,701+,1,701+,-
1201-1400,Tokai University,Japan,10.5,601+,5.8,601+,13.6,701+,2.8,701+,5.6,701+,2.9,701+,24.5,701+,1.8,701+,1.3,701+,-
1201-1400,Tomas Bata University in Zlin,Czech Republic,4.5,601+,8.4,601+,9.3,701+,5.5,701+,23.6,553,18.8,568,25.8,701+,4,701+,1.1,701+,-
1201-1400,Toraighyrov University,Kazakhstan,8.5,601+,4.8,601+,17.8,701+,1.2,701+,6.8,701+,3.1,701+,3.9,701+,3.3,701+,1,701+,-
1201-1400,Transilvania University of Brasov,Romania,6.4,601+,5.5,601+,5.1,701+,3.7,701+,5.4,701+,2.1,701+,48.1,701+,4,701+,1,701+,-
1201-1400,Tunghai University,Taiwan,6.5,601+,5.4,601+,4.6,701+,5.4,701+,8.4,701+,8.8,701+,24.4,701+,13.8,698,7.9,701+,-
1201-1400,Universidad Autónoma de Guadalajara (UAG),Mexico,6.5,601+,3.8,601+,19.6,684,1.1,701+,37.9,426,23,502,2.1,701+,2,701+,,,-
1201-1400,Universidad Autónoma del Estado de Hidalgo (UAEH),Mexico,3.2,601+,6,601+,45.2,342,1.4,701+,2,701+,1.6,701+,8.3,701+,2.1,701+,5.8,701+,-
1201-1400,Universidad Católica del Norte,Chile,4.5,601+,2.3,601+,6.7,701+,5.9,701+,13.5,694,3.8,701+,46.2,701+,2,701+,8.5,696=,-
1201-1400,Universidad Central del Ecuador,Ecuador,8.1,601+,3.6,601+,11.3,701+,1.2,701+,,,,,10.1,701+,20.9,548,1,701+,-
1201-1400,Universidad de Las Américas (UDLA) Ecuador,Ecuador,8.3,601+,3.8,601+,13.3,701+,1.7,701+,19.2,612,2.5,701+,15.7,701+,4.9,701+,1,701+,-
1201-1400,Universidad de Monterrey (UDEM),Mexico,12.5,601+,13,601+,7.5,701+,1.5,701+,13.7,691,3.7,701+,4.4,701+,4.8,701+,1.3,701+,-
1201-1400,Universidad de Oriente Santiago de Cuba,Cuba,8.4,601+,5.2,601+,29.8,524,1.1,701+,,,,,7.3,701+,5,701+,1,701+,-
1201-1400,Universidad de Panama,Panama,6.6,601+,5.5,601+,2.9,701+,1.1,701+,4.6,701+,2.7,701+,9,701+,49.1,262,1,701+,-
1201-1400,Universidad de Piura,Peru,7.5,601+,10.7,601+,5,701+,1.2,701+,5.7,701+,1.1,701+,3.3,701+,12.5,701+,1,701+,-
1201-1400,Universidad de San Carlos de Guatemala - USAC,Guatemala,10.2,601+,3.9,601+,4.7,701+,1,701+,,,,,9.4,701+,56,221,1,701+,-
1201-1400,Universidad de Tarapaca,Chile,3.5,601+,1.6,601+,2.4,701+,9.8,701+,,,,,41.7,701+,2.1,701+,1,701+,-
1201-1400,Universidad de Valparaíso (UV),Chile,10.9,601+,4,601+,8.5,701+,2.9,701+,6.3,701+,1.8,701+,39.7,701+,2.2,701+,4,701+,-
1201-1400,Universidad del Bío-Bío,Chile,8,601+,3,601+,3.2,701+,4,701+,8.7,701+,1.4,701+,30.3,701+,2,701+,1,701+,-
1201-1400,Universidad del Desarrollo (UDD),Chile,7.2,601+,8.6,601+,11.7,701+,2.3,701+,7.3,701+,2,701+,14.7,701+,4.9,701+,5.1,701+,-
1201-1400,Universidad del Salvador,Argentina,3.7,601+,5.8,601+,19.9,676,1,701+,4.9,701+,7.4,701+,1.2,701+,16.2,633,,,-
1201-1400,Universidad del Zulia,Venezuela,10.1,601+,5.8,601+,4.1,701+,2.1,701+,,,,,13.4,701+,5.6,701+,1,701+,-
1201-1400,Universidad Industrial de Santander - UIS,Colombia,9.7,601+,14.8,564,4.6,701+,2.1,701+,4.1,701+,1.4,701+,12.4,701+,9,701+,1.3,701+,-
1201-1400,Universidad La Salle (ULSA),Mexico,4.5,601+,15,559,22.3,630,1.1,701+,2.2,701+,1.6,701+,1,701+,4.8,701+,1,701+,-
1201-1400,Universidad Latinoamericana de Ciencia y Tecnología Costa Rica (ULACIT),Costa Rica,7.5,601+,8.8,601+,31.5,503,1,701+,8.5,701+,9.1,701+,1,701+,5.5,701+,,,-
1201-1400,Universidad Mayor de San Andrés (UMSA),Bolivia,6.3,601+,2.8,601+,1.2,701+,1.6,701+,6.4,701+,1,701+,15.1,701+,49.6,257,1,701+,-
1201-1400,Universidad Metropolitana,Venezuela,7.6,601+,15.1,555,4.4,701+,1.1,701+,4.4,701+,1.6,701+,1.1,701+,25.9,456,,,-
1201-1400,Universidad Nacional Agraria la Molina,Peru,7,601+,6.4,601+,12.4,701+,1.6,701+,1.3,701+,1.7,701+,9.4,701+,6.7,701+,1.5,701+,-
1201-1400,Universidad Nacional Autónoma de Honduras (UNAH),Honduras,5.1,601+,4,601+,3.3,701+,1,701+,1.8,701+,,,18.5,701+,61.8,195,1,701+,-
1201-1400,Universidad Nacional de Ingeniería Peru,Peru,7.4,601+,27.2,354,9.1,701+,1.5,701+,,,,,5.6,701+,19.1,579,1,701+,-
1201-1400,Universidad Nacional de Mar del Plata,Argentina,8.6,601+,2.8,601+,4.9,701+,3.5,701+,,,,,28.5,701+,1.2,701+,1.2,701+,-
1201-1400,Universidad Nacional de Río Cuarto - UNRC,Argentina,4.1,601+,1.6,601+,33.2,477,1.4,701+,,,,,10.7,701+,1.3,701+,1,701+,-
1201-1400,Universidad Nacional de San Martín (UNSAM),Argentina,11.3,601+,2.7,601+,6.2,701+,2.2,701+,1.6,701+,3.7,701+,24.5,701+,1.2,701+,1.1,701+,-
1201-1400,Universidad Nacional del Litoral,Argentina,12.7,601+,5.7,601+,2.2,701+,2.5,701+,5,701+,1.2,701+,24.5,701+,3.7,701+,5.1,701+,-
1201-1400,Universidad Nacional del Sur,Argentina,6.7,601+,2,601+,17.8,701+,1.7,701+,,,,,27.2,701+,2.9,701+,1.2,701+,-
1201-1400,"Universidad Nacional, Costa Rica",Costa Rica,10.2,601+,10.5,601+,12.1,701+,1.5,701+,9.7,701+,2.3,701+,17.2,701+,4.7,701+,1,701+,-
1201-1400,Universidad Peruana de Ciencias Aplicadas,Peru,11.3,601+,22.6,415,3,701+,1.1,701+,13.6,693,1.5,701+,8,701+,3.9,701+,1.1,701+,-
1201-1400,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,9.5,601+,5.1,601+,17.4,701+,2.5,701+,3.5,701+,1.2,701+,35.7,701+,18.2,598,1.3,701+,-
1201-1400,Universidade Federal da Bahia,Brazil,9,601+,2.7,601+,8.5,701+,3.1,701+,5.1,701+,1.4,701+,48.8,701+,12.4,701+,2.5,701+,-
1201-1400,Universidade Federal de Juiz de Fora- (UFJF),Brazil,3.8,601+,2,601+,30.3,517,2.8,701+,,,,,35.2,701+,1.3,701+,1,701+,-
1201-1400,Universidade Federal de Pelotas ,Brazil,4.7,601+,1.3,601+,26,571,4.7,701+,,,1.3,701+,21.7,701+,1.3,701+,1.3,701+,-
1201-1400,Universidade Federal de Santa Maria,Brazil,6.4,601+,1.5,601+,17.5,701+,5.2,701+,2.5,701+,1.4,701+,37.9,701+,6.3,701+,11.5,632=,-
1201-1400,Universidade Federal de Viçosa (UFV),Brazil,5.1,601+,2.4,601+,10.9,701+,7.8,701+,2.4,701+,1.9,701+,20.2,701+,3.8,701+,1.3,701+,-
1201-1400,Universidade Federal do Ceará (UFC),Brazil,7.4,601+,2.8,601+,6.3,701+,5.3,701+,1.3,701+,1.2,701+,43.4,701+,3.7,701+,2,701+,-
1201-1400,Universidade Federal do Rio Grande Do Norte,Brazil,5.2,601+,1.2,601+,9.5,701+,3.4,701+,,,,,45,701+,1.3,701+,1.4,701+,-
1201-1400,Universidade Presbiteriana Mackenzie,Brazil,3.5,601+,8.7,601+,12.3,701+,2.1,701+,2.4,701+,1.1,701+,12.5,701+,48.3,265,1,701+,-
1201-1400,Università degli studi di Bergamo,Italy,5.7,601+,2.4,601+,1.9,701+,6.5,701+,4.3,701+,6.7,701+,27.8,701+,4.3,701+,1.2,701+,-
1201-1400,Universitas Islam Indonesia,Indonesia,11.2,601+,4.9,601+,2,701+,1.8,701+,2.2,701+,1.2,701+,10.7,701+,3.9,701+,1.3,701+,-
1201-1400,Universitas Muhammadiyah Yogyakarta,Indonesia,6.6,601+,2.8,601+,3.2,701+,1.4,701+,57.9,331,1.9,701+,7.9,701+,2.3,701+,1.2,701+,-
1201-1400,Universitas Pendidikan Indonesia,Indonesia,10.9,601+,4.1,601+,12,701+,1.4,701+,13.2,701+,1.6,701+,13.1,701+,2.3,701+,3.3,701+,-
1201-1400,Universitas Sumatera Utara,Indonesia,8.8,601+,8,601+,24.9,595,1.3,701+,12.6,701+,2.5,701+,18.3,701+,5.5,701+,4.6,701+,-
1201-1400,Universitatea de Vest din Timisoara / West University of Timisoara,Romania,9.2,601+,9.7,601+,4.7,701+,2.8,701+,1.6,701+,6.7,701+,27.5,701+,23.5,481,2.7,701+,-
1201-1400,Université de Limoges,France,6.6,601+,2.3,601+,17.2,701+,5.5,701+,,,,,58.8,646,2.9,701+,1.1,701+,-
1201-1400,Université Jean Moulin Lyon 3,France,8.8,601+,5.2,601+,1.8,701+,2.3,701+,18.7,615,30.2,427,8.5,701+,4.4,701+,1,701+,-
1201-1400,Universiti Kuala Lumpur (UniKL),Malaysia,6,601+,5.3,601+,32.7,483,2.2,701+,7.4,701+,3.9,701+,17.3,701+,3.9,701+,1,701+,-
1201-1400,Universiti Malaysia Perlis,Malaysia,7.8,601+,5.1,601+,19.2,694,6.7,701+,1.8,701+,3.5,701+,31.1,701+,3.9,701+,2.8,701+,-
1201-1400,Universiti Teknikal Malaysia Melaka,Malaysia,6.3,601+,5.7,601+,10.6,701+,5.8,701+,3.9,701+,4.8,701+,18.9,701+,3.9,701+,2.5,701+,-
1201-1400,University of Babylon,Iraq,4.6,601+,9.8,601+,14.5,701+,2,701+,1.1,701+,1,701+,29.9,701+,4.3,701+,1.2,701+,-
1201-1400,University of Basrah,Iraq,5.5,601+,9.3,601+,18.4,701+,1.4,701+,1.3,701+,1.1,701+,33.7,701+,10,701+,1,701+,-
1201-1400,University of Bialystok,Poland,5.4,601+,2.7,601+,24,609,2.6,701+,,,4.7,701+,28.6,701+,3.1,701+,1,701+,-
1201-1400,University of International Business and Economics,China (Mainland),3.7,601+,2.3,601+,9.7,701+,3,701+,7,701+,30.3,425,5.3,701+,14,692,1.1,701+,-
1201-1400,University of Kragujevac,Serbia,3.9,601+,3,601+,8.5,701+,3.7,701+,1,701+,1.1,701+,44.1,701+,9.3,701+,1,701+,-
1201-1400,University of Kufa,Iraq,4.4,601+,12.8,601+,29,535,1.4,701+,4.4,701+,1.1,701+,16.4,701+,4.2,701+,1,701+,-
1201-1400,University of Memphis,United States,3.1,601+,2.5,601+,12.1,701+,8,701+,2.2,701+,8.3,701+,39.4,701+,7.6,701+,2.1,701+,-
1201-1400,University of Miskolc ,Hungary,6.6,601+,5.7,601+,18.6,701+,2.4,701+,3.1,701+,3.8,701+,19.2,701+,13,701+,1,701+,-
1201-1400,University of Missouri Saint Louis,United States,4.2,601+,4.2,601+,12.3,701+,10.5,701+,3.4,701+,3.1,701+,9.8,701+,7.7,701+,1,701+,-
1201-1400,University of Niš,Serbia,5,601+,5.5,601+,12.5,701+,2.4,701+,,,5.7,701+,49,701+,4,701+,1,701+,-
1201-1400,University of North Carolina at Greensboro,United States,2.6,601+,2.4,601+,8.9,701+,10.1,701+,5.9,701+,3.4,701+,50.7,701+,1.5,701+,1.6,701+,-
1201-1400,University of Ostrava,Czech Republic,6.3,601+,1.1,601+,15.6,701+,3.6,701+,27.7,509,16.6,592,27,701+,2.9,701+,1,701+,-
1201-1400,University of Pannonia,Hungary,4.2,601+,4,601+,22,637,8.5,701+,3.3,701+,8.3,701+,44.7,701+,4,701+,1,701+,-
1201-1400,University of Pardubice,Czech Republic,4.5,601+,2.3,601+,44.5,348,3.1,701+,9.7,701+,8.8,701+,18.7,701+,1.7,701+,1,701+,-
1201-1400,University of Peradeniya ,Sri Lanka,9,601+,11.6,601+,12,701+,2,701+,1,701+,1.3,701+,22.7,701+,10.9,701+,5.8,701+,-
1201-1400,University of Primorska,Slovenia,3.7,601+,2.5,601+,8.9,701+,4.1,701+,25,534,26.4,459,46.3,701+,4.2,701+,1,701+,-
1201-1400,University of Rijeka,Croatia,6.1,601+,4.3,601+,13.8,701+,4.3,701+,2.5,701+,1.8,701+,45.8,701+,12,701+,2.9,701+,-
1201-1400,University of Rzeszów,Poland,5.2,601+,1.8,601+,15.1,701+,2.7,701+,,,1.7,701+,28.3,701+,3,701+,1,701+,-
1201-1400,University of San Diego,United States,6.2,601+,7,601+,25.5,581,2.7,701+,3.1,701+,6.8,701+,5.5,701+,12.2,701+,1,701+,-
1201-1400,University of San Francisco,United States,5.9,601+,4.4,601+,18.7,701+,3.6,701+,2.3,701+,20.2,534,6,701+,29.5,422,1.2,701+,-
1201-1400,University of Silesia in Katowice,Poland,5.4,601+,4.2,601+,20.3,664,3.1,701+,3.5,701+,3.9,701+,52.5,701+,7.4,701+,2.4,701+,-
1201-1400,University of South Alabama (USA),United States,4.7,601+,5.9,601+,19,700,6.1,701+,,,2.1,701+,13.6,701+,2.3,701+,1.2,701+,-
1201-1400,University of Split,Croatia,6.3,601+,4,601+,5,701+,4.2,701+,1.4,701+,2,701+,47.5,701+,12.3,701+,4.5,701+,-
1201-1400,University of Sri Jayewardenepura,Sri Lanka,6,601+,10.4,601+,4.5,701+,3.3,701+,,,1,701+,14.1,701+,11,701+,1,701+,-
1201-1400,University of the Pacific,United States,2.2,601+,3.5,601+,31.9,495,3,701+,3.2,701+,12,680,7.6,701+,8.1,701+,1,701+,-
1201-1400,University of Tyumen,Russia,3.6,601+,2.1,601+,37.1,432,1.6,701+,4.5,701+,13.8,645,27,701+,4.5,701+,1.3,701+,-
1201-1400,University of West Bohemia ,Czech Republic,5.6,601+,2.1,601+,10.9,701+,3.8,701+,,,,,37.2,701+,5.2,701+,1,701+,-
1201-1400,University of Wisconsin Milwaukee ,United States,7.6,601+,2.4,601+,9.7,701+,9.8,701+,5.7,701+,5.1,701+,39.5,701+,6.8,701+,4.5,701+,-
1201-1400,University POLITEHNICA of Bucharest,Romania,5.2,601+,12.7,601+,3.4,701+,6.9,701+,1.4,701+,2.6,701+,61.8,605,3.9,701+,1,701+,-
1201-1400,Vancouver Island University,Canada,4.5,601+,3.7,601+,48.8,319,1.1,701+,,,,,2.6,701+,1.5,701+,1,701+,-
1201-1400,Voronezh State University,Russia,5.4,601+,2.7,601+,21.8,641,1.3,701+,3,701+,21.4,523,12.1,701+,3,701+,1,701+,-
1201-1400,Western Michigan University,United States,4.9,601+,4.9,601+,10,701+,5.8,701+,21.4,580,10.6,701+,33.3,701+,16.5,625,1.6,701+,-
1201-1400,Yamaguchi University ,Japan,3.9,601+,1.8,601+,41.8,370,4.2,701+,6.7,701+,2.5,701+,18.7,701+,1.8,701+,1,701+,-
1201-1400,Yogyakarta State University,Indonesia,11.7,601+,3.3,601+,8.7,701+,1.4,701+,13.5,695,1.7,701+,8.6,701+,2.3,701+,1,701+,-
1201-1400,Youngsan University,South Korea,4,601+,10,601+,19.3,689,1.3,701+,2.5,701+,9.9,701+,2,701+,1.9,701+,1,701+,-
1201-1400,Yuan Ze University,Taiwan,5.5,601+,5.6,601+,8.7,701+,9,701+,12.2,701+,11.7,686,12.4,701+,2,701+,2.4,701+,-
1201-1400,Zagazig University,Egypt,7.7,601+,4.9,601+,3,701+,2.6,701+,1.1,701+,2.5,701+,67.7,513,3.7,701+,5.3,701+,-
1401+, Don State Technical University,Russia,3.5,601+,3.5,601+,12.8,701+,1.4,701+,1.6,701+,14.9,626,11.4,701+,1.9,701+,1,701+,-
1401+,Akdeniz Üniversitesi,Turkey,5.7,601+,4.8,601+,3.5,701+,3,701+,1.2,701+,1.1,701+,33.7,701+,2,701+,1,701+,-
1401+,California Polytechnic State University,United States,3.6,601+,9.1,601+,6.7,701+,3,701+,,,,,25.5,701+,8.7,701+,1.3,701+,-
1401+,California State University - Los Angeles,United States,5.2,601+,3.3,601+,3.8,701+,2.9,701+,3.6,701+,2.3,701+,14.9,701+,5.5,701+,1,701+,-
1401+,"California State University, Long Beach",United States,3.7,601+,4.1,601+,4.8,701+,2.9,701+,2.6,701+,3.4,701+,16.4,701+,1.7,701+,1,701+,-
1401+,Católica de Córdoba,Argentina,5.3,601+,2.6,601+,17.1,701+,1.1,701+,3.6,701+,3.6,701+,2.3,701+,4.6,701+,1,701+,-
1401+,East West University,Bangladesh,6.8,601+,12.8,601+,2.8,701+,2.4,701+,1.4,701+,1,701+,7.4,701+,3.9,701+,1.1,701+,-
1401+,Fundación Universidad De Bogotá-Jorge Tadeo Lozano,Colombia,5.2,601+,3.3,601+,10.2,701+,1.7,701+,3.2,701+,1.2,701+,5.9,701+,12.1,701+,1,701+,-
1401+,Humboldt State University,United States,3,601+,2.5,601+,9.7,701+,3.7,701+,2.9,701+,1.2,701+,9.9,701+,3.1,701+,1,701+,-
1401+,Illinois State University,United States,3.4,601+,2.8,601+,5.6,701+,4.1,701+,4.7,701+,3.1,701+,20,701+,7.6,701+,1.1,701+,-
1401+,"Indian Institute of Information Technology, Allahabad",India,4.1,601+,4.4,601+,2,701+,10.7,701+,,,2.1,701+,2.6,701+,2.1,701+,1,701+,-
1401+,Indiana State University,United States,6.2,601+,4.4,601+,8.5,701+,3,701+,1.7,701+,2.2,701+,4.2,701+,6.8,701+,1,701+,-
1401+,International University of Business Agriculture and Technology,Bangladesh,6.6,601+,4.1,601+,2.6,701+,2.3,701+,1.4,701+,1.3,701+,8.6,701+,3.8,701+,1,701+,-
1401+,Irkutsk State University,Russia,3.3,601+,1.8,601+,14.1,701+,1.3,701+,1.9,701+,3.8,701+,26.4,701+,5.2,701+,1.2,701+,-
1401+,Korkyt Ata Kyzylorda University,Kazakhstan,7,601+,7.9,601+,5.7,701+,1,701+,3.4,701+,1.2,701+,1,701+,3.3,701+,1.1,701+,-
1401+,Kwansei Gakuin University,Japan,4.1,601+,5.1,601+,5,701+,2.4,701+,21.9,570,3.4,701+,13,701+,7.7,701+,1,701+,-
1401+,Lucian Blaga University of Sibiu,Romania,3.6,601+,3.2,601+,8.5,701+,1.9,701+,13.9,687,2.9,701+,17,701+,4.1,701+,1.2,701+,-
1401+,M.Kh. Dulaty Taraz Regional University,Kazakhstan,7.6,601+,2.7,601+,12,701+,1,701+,1.1,701+,6.7,701+,2.6,701+,3.1,701+,1.1,701+,-
1401+,MIREA - Russian Technological University,Russia,5.5,601+,7,601+,6.6,701+,1.4,701+,1.3,701+,3.3,701+,9.5,701+,5.2,701+,1,701+,-
1401+,Moscow City University,Russia,7.1,601+,1.9,601+,10.7,701+,1.1,701+,2.7,701+,3.3,701+,2.5,701+,1.9,701+,1,701+,-
1401+,Naresuan University,Thailand,6.6,601+,2.8,601+,6.6,701+,1.9,701+,7.3,701+,1.2,701+,10.1,701+,2.5,701+,1.7,701+,-
1401+,National University of Life and Environmental Sciences of Ukraine,Ukraine,5.8,601+,3.9,601+,15.8,701+,1.4,701+,1.2,701+,1.2,701+,20,701+,3.7,701+,1,701+,-
1401+,"National University of Modern Languages (NUML), Islamabad",Pakistan,7,601+,7.3,601+,5.2,701+,1.5,701+,3.4,701+,1.2,701+,8.1,701+,2.6,701+,1.2,701+,-
1401+,Nova Southeastern University,United States,2.7,601+,3.5,601+,11.6,701+,2.8,701+,4.7,701+,3.9,701+,13.2,701+,8.9,701+,1.2,701+,-
1401+,Pontifícia Universidade Católica de Minas Gerais – PUC Minas,Brazil,4.9,601+,4.6,601+,1.9,701+,1.5,701+,1.9,701+,1.1,701+,8.3,701+,9.4,701+,1,701+,-
1401+,Pontificia Universidade Católica do Campinas - PUC Campinas,Brazil,4.2,601+,3.8,601+,7,701+,2,701+,1.8,701+,1.2,701+,2.3,701+,1.9,701+,1,701+,-
1401+,Pontifícia Universidade Católica do Paraná,Brazil,4.1,601+,2.9,601+,7.6,701+,3.9,701+,1.8,701+,1.3,701+,28.9,701+,3.9,701+,1.4,701+,-
1401+,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,Russia,7,601+,4.1,601+,6.4,701+,1.3,701+,1.9,701+,4.4,701+,9,701+,5.6,701+,1.2,701+,-
1401+,Russian State University for the Humanities ,Russia,5.1,601+,2.6,601+,14.2,701+,1.2,701+,1.8,701+,4,701+,7.5,701+,3.3,701+,1,701+,-
1401+,Sakarya University,Turkey,4.6,601+,3.1,601+,3.1,701+,3.3,701+,1.4,701+,11.3,691,27.6,701+,1.9,701+,2.7,701+,-
1401+,Shanghai Normal University,China (Mainland),5,601+,1.6,601+,10.9,701+,4.3,701+,4.5,701+,1.6,701+,26.5,701+,1.5,701+,1.3,701+,-
1401+,Shibaura Institute of Technology,Japan,4.5,601+,2.5,601+,3.1,701+,5.1,701+,13,701+,8.7,701+,14.5,701+,1.8,701+,1,701+,-
1401+,Silpakorn University,Thailand,6.3,601+,5.4,601+,4.4,701+,2.8,701+,4.3,701+,1.2,701+,24.7,701+,2.5,701+,1,701+,-
1401+,Soochow University (Taiwan),Taiwan,4.7,601+,5.3,601+,4.1,701+,1.8,701+,3.8,701+,2.9,701+,3.4,701+,3.2,701+,1.8,701+,-
1401+,Soongsil University,South Korea,3.5,601+,6,601+,8.3,701+,4.5,701+,5.2,701+,11.2,693,14.9,701+,2.8,701+,1,701+,-
1401+,Stamford University Bangladesh,Bangladesh,9.7,601+,4.6,601+,1.2,701+,1.4,701+,,,,,2.2,701+,3.6,701+,1,701+,-
1401+,State University of Malang,Indonesia,6.3,601+,2.5,601+,8.7,701+,1.7,701+,13.7,690,1.3,701+,11.5,701+,5.4,701+,1.1,701+,-
1401+,Stefan cel Mare University of Suceava,Romania,3.8,601+,2.4,601+,4.5,701+,4.2,701+,2.3,701+,25.5,472,19.3,701+,4.1,701+,1.9,701+,-
1401+,"The University of Notre Dame, Australia",Australia,3,601+,3.7,601+,3.5,701+,7.2,701+,21.4,579,2.2,701+,10.6,701+,1.7,701+,1,701+,-
1401+,Udayana University,Indonesia,6.4,601+,4.7,601+,5.7,701+,1.4,701+,7.4,701+,3.4,701+,12.3,701+,3.7,701+,1,701+,-
1401+,United International University,Bangladesh,6.3,601+,8.7,601+,3,701+,2.5,701+,,,1.1,701+,8.8,701+,3.9,701+,1,701+,-
1401+,Universidad Alberto Hurtado,Chile,8.6,601+,4.2,601+,3.1,701+,2.8,701+,12.7,701+,1.7,701+,8.2,701+,2.2,701+,1,701+,-
1401+,Universidad Autónoma de Aguascalientes,Mexico,3.1,601+,1.6,601+,32.5,485,1.2,701+,,,,,10.8,701+,1.6,701+,1,701+,-
1401+,Universidad Autónoma de Baja California,Mexico,6.6,601+,4.4,601+,4.4,701+,1.5,701+,2.6,701+,1.1,701+,12.5,701+,2.1,701+,7.5,701+,-
1401+,Universidad Autónoma de Chile,Chile,5.3,601+,2,601+,4.2,701+,3.1,701+,12.4,701+,1.4,701+,32.6,701+,2.1,701+,2.8,701+,-
1401+,Universidad Autónoma de Querétaro (UAQ),Mexico,4.4,601+,2.4,601+,6,701+,2.1,701+,3.8,701+,1.5,701+,7.3,701+,2,701+,1,701+,-
1401+,Universidad Autónoma de San Luis de Potosí,Mexico,5.9,601+,1.8,601+,5.4,701+,2.4,701+,1.6,701+,1.3,701+,21.4,701+,1.6,701+,1.1,701+,-
1401+,Universidad Autonoma de Yucatan,Mexico,5.5,601+,1.5,601+,4.9,701+,2.4,701+,2.2,701+,1.1,701+,10.1,701+,1.6,701+,1,701+,-
1401+,Universidad Autónoma del Estado de Morelos (UAEM),Mexico,3.5,601+,1.8,601+,15.5,701+,1.6,701+,2.6,701+,1.2,701+,17.4,701+,1.9,701+,1,701+,-
1401+,Universidad Bernardo O'Higgins,Chile,4.6,601+,4.3,601+,9.9,701+,2,701+,13.3,701+,2.1,701+,13.1,701+,2.2,701+,1,701+,-
